测试套/软件包名,测试用例名,状态,日志文件,原因
,oe_test_isula_compress,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_compress/2023-04-29-03:04:12.log,x86 fail
,oe_test_isula_write_in_isula,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_write_in_isula/2023-04-29-04:42:15.log,x86 fail
,oe_test_isula_mergedir,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_mergedir/2023-04-29-03:48:22.log,x86 fail
,oe_test_isula_mount_system_isula,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_mount_system_isula/2023-04-29-04:24:20.log,x86 fail
,oe_test_isula_mount,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_mount/2023-04-29-04:05:14.log,x86 fail
,oe_test_isula_cp,x86 fail,./mugen-riscv/logs/FS_iSula/oe_test_isula_cp/2023-04-29-03:18:48.log,x86 fail
sbd,oe_test_service_sbd_remote,x86 fail,./mugen-riscv/logs/sbd/oe_test_service_sbd_remote/2023-04-27-02:22:57.log,x86 fail
,oe_test_service_sbd,x86 fail,./mugen-riscv/logs/sbd/oe_test_service_sbd/2023-04-27-02:20:56.log,x86 fail
pacemaker,oe_test_service_pacemaker_remote,success,./mugen-riscv/logs/pacemaker/oe_test_service_pacemaker_remote/2023-04-26-15:07:04.log,None
,oe_test_service_crm_mon,success,./mugen-riscv/logs/pacemaker/oe_test_service_crm_mon/2023-04-26-15:04:09.log,None
,oe_test_service_pacemaker,fail,./mugen-riscv/logs/pacemaker/oe_test_service_pacemaker/2023-04-26-15:09:53.log,
podman,oe_test_podman_10,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_10/2023-04-26-20:57:49.log,x86 fail
,oe_test_podman_DK_24,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_24/2023-04-26-22:15:23.log,x86 fail
,oe_test_podman_DK_12,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_12/2023-04-26-21:59:23.log,x86 fail
,oe_test_podman_05,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_05/2023-04-26-20:01:56.log,x86 fail
,oe_test_podman_13,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_13/2023-04-26-21:00:56.log,x86 fail
,oe_test_podman_11,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_11/2023-04-26-20:58:54.log,x86 fail
,oe_test_podman_DK_20,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_20/2023-04-26-22:10:12.log,x86 fail
,oe_test_podman_DK_07,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_07/2023-04-26-21:23:36.log,x86 fail
,oe_test_podman_DK_03,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_03/2023-04-26-21:19:35.log,x86 fail
,oe_test_podman_17,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_17/2023-04-26-21:05:46.log,x86 fail
,oe_test_podman_DK_05,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_05/2023-04-26-21:21:32.log,x86 fail
,oe_test_podman_04,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_04/2023-04-26-19:55:15.log,x86 fail
,oe_test_podman_DK_18,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_18/2023-04-26-22:07:48.log,x86 fail
,oe_test_podman_DK_02,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_02/2023-04-26-21:18:23.log,x86 fail
,oe_test_podman_DK_27,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_27/2023-04-26-22:18:54.log,x86 fail
,oe_test_podman_09,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_09/2023-04-26-20:27:38.log,x86 fail
,oe_test_socket_podman,x86 fail,./mugen-riscv/logs/podman/oe_test_socket_podman/2023-04-26-19:36:03.log,x86 fail
,oe_test_podman_03,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_03/2023-04-26-19:48:49.log,x86 fail
,oe_test_podman_23,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_23/2023-04-26-21:11:37.log,x86 fail
,oe_test_podman_08,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_08/2023-04-26-20:21:35.log,x86 fail
,oe_test_podman_DK_06,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_06/2023-04-26-21:22:31.log,x86 fail
,oe_test_podman_DK_08,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_08/2023-04-26-21:24:57.log,x86 fail
,oe_test_podman_DK_26,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_26/2023-04-26-22:17:45.log,x86 fail
,oe_test_podman_26,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_26/2023-04-26-21:14:47.log,x86 fail
,oe_test_podman_14,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_14/2023-04-26-21:02:09.log,x86 fail
,oe_test_podman_02,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_02/2023-04-26-19:42:43.log,x86 fail
,oe_test_podman_07,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_07/2023-04-26-20:15:19.log,x86 fail
,oe_test_podman_24,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_24/2023-04-26-21:12:43.log,x86 fail
,oe_test_podman_06,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_06/2023-04-26-20:08:36.log,x86 fail
,oe_test_podman_DK_09,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_09/2023-04-26-21:26:11.log,x86 fail
,oe_test_podman_DK_23,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_23/2023-04-26-22:14:01.log,x86 fail
,oe_test_service_podman,x86 fail,./mugen-riscv/logs/podman/oe_test_service_podman/2023-04-26-19:35:45.log,x86 fail
,oe_test_podman_19,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_19/2023-04-26-21:07:45.log,x86 fail
,oe_test_podman_12,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_12/2023-04-26-20:59:56.log,x86 fail
,oe_test_podman_DK_21,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_21/2023-04-26-22:11:09.log,x86 fail
,oe_test_podman_22,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_22/2023-04-26-21:10:35.log,x86 fail
,oe_test_podman_DK_22,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_22/2023-04-26-22:12:33.log,x86 fail
,oe_test_podman_20,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_20/2023-04-26-21:08:51.log,x86 fail
,oe_test_podman_DK_01,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_01/2023-04-26-21:17:28.log,x86 fail
,oe_test_podman_DK_14,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_14/2023-04-26-22:02:23.log,x86 fail
,oe_test_podman_18,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_18/2023-04-26-21:06:47.log,x86 fail
,oe_test_podman_01,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_01/2023-04-26-19:36:13.log,x86 fail
,oe_test_podman_DK_17,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_17/2023-04-26-22:06:40.log,x86 fail
,oe_test_podman_27,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_27/2023-04-26-21:15:47.log,x86 fail
,oe_test_podman_15,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_15/2023-04-26-21:03:26.log,x86 fail
,oe_test_podman_DK_19,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_19/2023-04-26-22:08:56.log,x86 fail
,oe_test_podman_DK_15,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_15/2023-04-26-22:04:00.log,x86 fail
,oe_test_podman_DK_04,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_04/2023-04-26-21:20:33.log,x86 fail
,oe_test_podman_DK_13,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_13/2023-04-26-22:00:56.log,x86 fail
,oe_test_podman_DK_10,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_10/2023-04-26-21:56:25.log,x86 fail
,oe_test_podman_DK_11,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_11/2023-04-26-21:57:58.log,x86 fail
,oe_test_podman_16,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_16/2023-04-26-21:04:32.log,x86 fail
,oe_test_podman_21,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_21/2023-04-26-21:09:35.log,x86 fail
,oe_test_podman_DK_16,x86 fail,./mugen-riscv/logs/podman/oe_test_podman_DK_16/2023-04-26-22:05:16.log,x86 fail
,oe_test_podman_25,fail,./mugen-riscv/logs/podman/oe_test_podman_25/2023-04-26-21:13:50.log,
,oe_test_podman_DK_28,fail,./mugen-riscv/logs/podman/oe_test_podman_DK_28/2023-04-26-22:19:52.log,
,oe_test_podman_DK_25,fail,./mugen-riscv/logs/podman/oe_test_podman_DK_25/2023-04-26-22:16:39.log,
,oe_test_podman_28,fail,./mugen-riscv/logs/podman/oe_test_podman_28/2023-04-26-21:16:36.log,
pigz,oe_test_pigz,fail,./mugen-riscv/logs/pigz/oe_test_pigz/2023-04-26-19:20:20.log,
procinfo,oe_test_procinfo_01,x86 fail,./mugen-riscv/logs/procinfo/oe_test_procinfo_01/2023-04-26-19:55:55.log,x86 fail
,oe_test_procinfo_02,x86 fail,./mugen-riscv/logs/procinfo/oe_test_procinfo_02/2023-04-26-19:58:04.log,x86 fail
os-storage,oe_test_storage_nfs_modify_port,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_modify_port/2023-04-28-07:59:35.log,None
,oe_test_storage_fileCMD_gzip,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_gzip/2023-04-28-06:58:04.log,None
,oe_test_storage_nfs_start_server,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_start_server/2023-04-28-09:41:00.log,None
,oe_test_storage_Mutipath_initramfs,success,./mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_initramfs/2023-05-25-01:40:16.log,None
,oe_test_storage_diskpartiton_parted_create,success,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_parted_create/2023-04-28-07:18:25.log,None
,oe_test_storage_nfs_mount_RW,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_mount_RW/2023-04-28-09:00:27.log,None
,oe_test_storage_fileCMD_grep,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_grep/2023-04-28-07:12:34.log,None
,oe_test_storage_fileCMD_mv,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_mv/2023-04-28-06:42:52.log,None
,oe_test_storage_fileCMD_touch,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_touch/2023-04-28-07:11:16.log,None
,oe_test_storage_fileCMD_df,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_df/2023-04-28-07:04:09.log,None
,oe_test_storage_fileCMD_mkdir,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_mkdir/2023-04-28-07:01:15.log,None
,oe_test_storage_nfs_RPC,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_RPC/2023-04-28-08:13:08.log,None
,oe_test_storage_fileCMD_tar,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_tar/2023-04-28-06:52:32.log,None
,oe_test_storage_mount_private,success,./mugen-riscv/logs/os-storage/oe_test_storage_mount_private/2023-04-28-06:43:08.log,None
,oe_test_storage_diskpartiton_parted_view,success,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_parted_view/2023-04-28-06:47:17.log,None
,oe_test_storage_lvm_pvs,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_pvs/2023-04-28-07:05:36.log,None
,oe_test_storage_lvm_activation,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_activation/2023-04-28-06:48:19.log,None
,oe_test_storage_mount_prevent_copy,success,./mugen-riscv/logs/os-storage/oe_test_storage_mount_prevent_copy/2023-04-28-06:46:13.log,None
,oe_test_storage_lvm_resize_PV,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_resize_PV/2023-04-28-07:15:15.log,None
,oe_test_storage_diskpartiton_view_lsblk,success,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_view_lsblk/2023-04-28-06:59:07.log,None
,oe_test_storage_fileCMD_unzip,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_unzip/2023-04-28-07:09:35.log,None
,oe_test_storage_fileCMD_ls,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_ls/2023-04-28-06:58:21.log,None
,oe_test_storage_fileCMD_sort,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_sort/2023-04-28-07:14:12.log,None
,oe_test_storage_btrfs_001,success,./mugen-riscv/logs/os-storage/oe_test_storage_btrfs_001/2023-04-28-11:41:27.log,None
,oe_test_storage_fileCMD_zip,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_zip/2023-04-28-07:14:55.log,None
,oe_test_storage_DevMgmt_fstrim,success,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_fstrim/2023-04-28-11:40:49.log,None
,oe_test_storage_fileCMD_wc,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_wc/2023-04-28-07:19:41.log,None
,oe_test_storage_lvm_VG_transfer,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_VG_transfer/2023-04-28-11:36:21.log,None
,oe_test_storage_lvm_set_lvconvert_volume,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_lvconvert_volume/2023-04-28-11:36:47.log,None
,oe_test_storage_mount_shared,success,./mugen-riscv/logs/os-storage/oe_test_storage_mount_shared/2023-04-28-06:37:14.log,None
,oe_test_storage_ext4_create,success,./mugen-riscv/logs/os-storage/oe_test_storage_ext4_create/2023-04-28-07:01:32.log,None
,oe_test_storage_fileCMD_file,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_file/2023-04-28-06:32:29.log,None
,oe_test_storage_fileCMD_rmdir,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_rmdir/2023-04-28-06:57:32.log,None
,oe_test_storage_diskpartiton_parted_delete,success,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_parted_delete/2023-04-28-07:05:05.log,None
,oe_test_storage_lvm_print_history,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_print_history/2023-04-28-06:51:00.log,None
,oe_test_storage_nfs_exportfs,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_exportfs/2023-04-28-08:28:38.log,None
,oe_test_storage_lvm_help_info,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_help_info/2023-04-28-06:53:16.log,None
,oe_test_storage_ext4_resize,success,./mugen-riscv/logs/os-storage/oe_test_storage_ext4_resize/2023-04-28-06:40:49.log,None
,oe_test_storage_lvm_rename_VG,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_rename_VG/2023-04-28-06:40:21.log,None
,oe_test_storage_fileCMD_ln,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_ln/2023-04-28-06:45:56.log,None
,oe_test_storage_fileCMD_cp,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_cp/2023-04-28-06:52:59.log,None
,oe_test_storage_Mutipath_configure_parameter,success,./mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_configure_parameter/2023-04-28-06:41:16.log,None
,oe_test_storage_lvm_print,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_print/2023-04-28-07:10:26.log,None
,oe_test_storage_nfs_repeat_restart,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_repeat_restart/2023-05-19-19:05:27.log,None
,oe_test_storage_fileCMD_cd,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_cd/2023-04-28-07:19:26.log,None
,oe_test_storage_nfs_rpcinfo,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_rpcinfo/2023-04-28-08:15:04.log,None
,oe_test_storage_lvm_rename,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_rename/2023-04-28-06:37:44.log,None
,oe_test_storage_nfs_showmount,success,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_showmount/2023-04-28-08:01:34.log,None
,oe_test_storage_fileCMD_chmod,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_chmod/2023-04-28-06:57:49.log,None
,oe_test_storage_lvm_print_info,success,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_print_info/2023-04-28-07:02:44.log,None
,oe_test_storage_fileaccess_bashrc,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileaccess_bashrc/2023-04-28-06:56:41.log,None
,oe_test_storage_fileCMD_chown,success,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_chown/2023-04-28-07:10:58.log,None
,oe_test_storage_nfs_restrict_hostname,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_restrict_hostname/2023-04-28-09:27:43.log,x86 fail
,oe_test_storage_ext3_resize,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext3_resize/2023-04-28-07:16:18.log,x86 fail
,oe_test_storage_ext3_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext3_mount/2023-04-28-06:54:38.log,x86 fail
,oe_test_storage_lvm_change_number,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_change_number/2023-04-28-06:36:22.log,x86 fail
,oe_test_storage_lvm_lvdisplay_lvscan,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_lvdisplay_lvscan/2023-04-28-07:09:56.log,x86 fail
,oe_test_storage_DevMgmt_swap,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_swap/2023-04-28-07:07:30.log,x86 fail
,oe_test_storage_lvm_activation_missing,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_activation_missing/2023-04-28-07:12:48.log,x86 fail
,oe_test_storage_mount_findmnt,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_findmnt/2023-04-28-06:56:10.log,x86 fail
,oe_test_storage_lvm_snapshot_tag,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_snapshot_tag/2023-04-28-11:37:15.log,x86 fail
,oe_test_storage_lvm_create_thinSnapshot,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_thinSnapshot/2023-04-28-07:17:50.log,x86 fail
,oe_test_storage_vfat_mount_write,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_vfat_mount_write/2023-04-28-10:27:53.log,x86 fail
,oe_test_storage_mount_copy,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_copy/2023-04-28-07:20:33.log,x86 fail
,oe_test_storage_mount_mobile_point,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_mobile_point/2023-04-28-06:50:19.log,x86 fail
,oe_test_storage_mount_repeat,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_repeat/2023-04-28-06:46:27.log,x86 fail
,oe_test_storage_mount_umount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_mount_umount/2023-04-28-06:48:49.log,x86 fail
,oe_test_storage_lvm_set_limit,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_limit/2023-04-28-11:38:48.log,x86 fail
,oe_test_storage_smb_mount_umount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_mount_umount/2023-04-28-11:16:54.log,x86 fail
,oe_test_storage_nfs_share_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_share_mount/2023-04-28-09:08:38.log,x86 fail
,oe_test_storage_smb_share_dir,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_share_dir/2023-04-28-11:23:36.log,x86 fail
,oe_test_storage_nfs_network_latency,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_network_latency/2023-04-28-09:16:20.log,x86 fail
,oe_test_storage_lvm_set_label,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_label/2023-04-28-11:39:17.log,x86 fail
,oe_test_storage_lvm_create_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_raid/2023-04-28-06:53:32.log,x86 fail
,oe_test_storage_nfs_restrict_ip,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_restrict_ip/2023-04-28-10:05:55.log,x86 fail
,oe_test_storage_nfs_mount_root,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_mount_root/2023-04-28-08:03:26.log,x86 fail
,oe_test_storage_lvm_separate_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_separate_raid/2023-04-28-07:02:11.log,x86 fail
,oe_test_storage_fileCMD_cat,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_cat/2023-04-28-06:42:00.log,x86 fail
,oe_test_storage_DevMgmt_disk_operation,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_disk_operation/2023-04-28-06:52:01.log,x86 fail
,oe_test_storage_lvm_snapshot_merge,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_snapshot_merge/2023-04-28-11:35:51.log,x86 fail
,oe_test_storage_smb_credential_files,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_credential_files/2023-04-28-10:58:43.log,x86 fail
,oe_test_storage_lvm_create_cache,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_cache/2023-04-28-06:43:40.log,x86 fail
,oe_test_storage_nfs_repeat_restartServer,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_repeat_restartServer/2023-04-28-07:40:32.log,x86 fail
,oe_test_storage_fileCMD_dd,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_fileCMD_dd/2023-04-28-07:14:26.log,x86 fail
,oe_test_storage_lvm_merge_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_merge_VG/2023-04-28-06:51:31.log,x86 fail
,oe_test_storage_lvm_split_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_split_VG/2023-04-28-11:40:13.log,x86 fail
,oe_test_storage_DevMgmt_lsblk,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_lsblk/2023-04-28-06:44:14.log,x86 fail
,oe_test_storage_nfs_repeat_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_repeat_mount/2023-04-28-08:30:26.log,x86 fail
,oe_test_storage_repair_e2fsck,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_repair_e2fsck/2023-04-28-09:44:24.log,x86 fail
,oe_test_storage_diskpartiton_create_raid5,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid5/2023-04-28-07:13:20.log,x86 fail
,oe_test_storage_lvm_create_snapshot,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_create_snapshot/2023-04-28-06:45:26.log,x86 fail
,oe_test_storage_lvm_raid_synchronization,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_raid_synchronization/2023-04-28-06:38:47.log,x86 fail
,oe_test_storage_smb_abnormal_poweroff,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_abnormal_poweroff/2023-04-28-10:52:00.log,x86 fail
,oe_test_storage_Mutipath_dmsetup,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_Mutipath_dmsetup/2023-04-28-06:34:27.log,x86 fail
,oe_test_storage_smb_multi-user_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_multi-user_mount/2023-04-28-10:23:23.log,x86 fail
,oe_test_storage_smb_cmd_smbclient,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_smbclient/2023-04-28-11:31:50.log,x86 fail
,oe_test_storage_smb_cmd_rpcclient,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_cmd_rpcclient/2023-04-28-10:12:13.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_delete,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_fdisk_delete/2023-04-28-07:17:18.log,x86 fail
,oe_test_storage_DevMgmt_block_drop,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_DevMgmt_block_drop/2023-04-28-06:38:14.log,x86 fail
,oe_test_storage_smb_POSIX_ACL,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_POSIX_ACL/2023-04-28-10:31:23.log,x86 fail
,oe_test_storage_nfs_mount_readonly,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_mount_readonly/2023-04-28-08:16:31.log,x86 fail
,oe_test_storage_smb_mount,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_mount/2023-04-28-10:15:10.log,x86 fail
,oe_test_storage_diskpartiton_view_fdisk,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_view_fdisk/2023-04-28-06:41:44.log,x86 fail
,oe_test_storage_xfs_Increase_size,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_xfs_Increase_size/2023-04-28-10:28:36.log,x86 fail
,oe_test_storage_lvm_expand_stripeLV,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_expand_stripeLV/2023-04-28-06:35:16.log,x86 fail
,oe_test_storage_diskpartiton_parted_resize,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_parted_resize/2023-04-28-07:03:01.log,x86 fail
,oe_test_storage_lvm_query_lvmsnap,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_query_lvmsnap/2023-04-28-06:42:15.log,x86 fail
,oe_test_storage_diskpartiton_create_raid1,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid1/2023-04-28-07:06:07.log,x86 fail
,oe_test_storage_diskpartiton_fdisk_settype,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_fdisk_settype/2023-04-28-06:47:43.log,x86 fail
,oe_test_storage_longname_list,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_longname_list/2023-04-28-06:59:21.log,x86 fail
,oe_test_storage_lvm_add_VG,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_add_VG/2023-04-28-06:34:42.log,x86 fail
,oe_test_storage_lvm_cling,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_cling/2023-04-28-06:58:37.log,x86 fail
,oe_test_storage_ext3_create,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_ext3_create/2023-04-28-06:57:00.log,x86 fail
,oe_test_storage_lvm_set_lvconvert_raid,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_set_lvconvert_raid/2023-04-28-11:39:45.log,x86 fail
,oe_test_storage_xfs_create,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_xfs_create/2023-04-28-11:23:07.log,x86 fail
,oe_test_storage_smb_host_share,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_smb_host_share/2023-04-28-10:35:19.log,x86 fail
,oe_test_storage_diskpartiton_create_raid0,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_diskpartiton_create_raid0/2023-04-28-06:39:29.log,x86 fail
,oe_test_storage_lvm_specify_size,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_lvm_specify_size/2023-04-28-11:37:52.log,x86 fail
,oe_test_storage_nfs_configure_nfsv4,x86 fail,./mugen-riscv/logs/os-storage/oe_test_storage_nfs_configure_nfsv4/2023-04-28-07:49:09.log,x86 fail
